id,platce,platce_ico,dodavatel,dodavatel_ico,hodnota_czk,datum,rok,predmet,je_skola
35785105,Základní umělecká škola Trutnov,68247117,Sensio.cz s.r.o.,04004621,60258.0,2025-11-27,2025,Poskytnutí software IZUŠ,True
35773701,"Vyšší odborná škola ekonomická, sociální a zdravotnická, Obchodní akademie, Střední pedagogická škola a Střední zdravotnická škola, Most, příspěvková organizace",49872427,MY DVA holding a.s.,25676059,167947.11,2025-11-25,2025,Nábytek do učeben část 3 - Židle do odborných učeben a ke katedrám,True
35773509,"Vyšší odborná škola ekonomická, sociální a zdravotnická, Obchodní akademie, Střední pedagogická škola a Střední zdravotnická škola, Most, příspěvková organizace",49872427,"NOVATRONIC, s.r.o.",62302701,309917.35,2025-11-18,2025,Nábytek do učeben část 2 - Šatní skříňky,True
35773333,"Vyšší odborná škola ekonomická, sociální a zdravotnická, Obchodní akademie, Střední pedagogická škola a Střední zdravotnická škola, Most, příspěvková organizace",49872427,MY DVA holding a.s.,25676059,424984.0,2025-11-25,2025,Nábytek do učeben část 1 - Lavice do učeben,True
35748849,"Základní škola, Plzeň, Heyrovského 23",49777718,MY DVA holding a.s.,25676059,65789.0,2025-11-20,2025,Objednávka č. ZSHey/110/25,True
35746577,"Vyšší odborná škola a střední škola Boskovice, příspěvková organizace",62073516,MULTIP Moravia s.r.o.,16627971,55975.41,2025-11-20,2025,Dodávka školního nábytku,True
35737729,"Dětský domov a Školní jídelna, Benešov, Racek 1",70843503,TREND nábytek s.r.o.,28495578,75371.9,2025-11-24,2025,Objednváka kancelářský kontejner se zámkem- noční stolky pro děti,True
35734513,Základní umělecká škola Jeseník,60341742,Sensio.cz s.r.o.,04004621,52152.21,2025-11-24,2025,smlouva o poskytnutí software iZUŠ 2026,True
35723597,Město Říčany,00240702,Daniel MÜLLER,66901537,91188.0,2025-09-24,2025,Lavice na hřiště Wolkerova,False
35692489,"Domov mládeže, internát a školní jídelna, Hradec Králové, Vocelova 1469/5",00528315,NÁBYTEK DUDYCHA s.r.o.,47471689,154000.0,2025-11-14,2025,Objednávka - nákup židlí,True
35689405,"Školní jídelna, Rakovník, Martinovského 270, příspěvková organizace",04188101,"ČSOB Pojišťovna, a. s., člen holdingu ČSOB",45534306,112140.0,2025-11-12,2025,Smlouva o vypořádání závazků k Pojistné smlouvě č. 8078895410,True
35688509,"Střední průmyslová škola, Mladá Boleslav, Havlíčkova 456",48683795,SANTAL spol. s r. o.,42408121,73348.0,2025-11-20,2025,Školní nábytek,True
35685417,"Střední odborná škola Znojmo, Dvořákova, příspěvková organizace",00055301,Desmex s.r.o.,14155419,203155.29,2025-09-24,2025,Nákup školního nábytku,True
35683525,"Domov mládeže a školní jídelna Mariánské Lázně, příspěvková organizace",00377945,"ITTC STIMA, spol. s r.o.",45022941,215454.54,2025-11-10,2025,Kupní smlouva na dodávku zboží,True
35669361,Domov mládeže a školní jídelna Pardubice,48161071,XLCZ Nábytek s.r.o.,27127133,96807.44,2025-11-06,2025,Sedací soupravy,True
35660053,"Základní škola a Mateřská škola Havlíčkův Brod, Wolkerova 2941",70910987,Santal spol. s r.o.,42408121,131817.4,2025-11-18,2025,Kupní smlouva,True
35659157,"Základní škola, Mateřská škola a Praktická škola Kolín, příspěvková organizace",70831378,"PROFIŠKOLY - nábytek, s.r.o.",14167638,73100.0,2025-11-18,2025,Nábytek do tříd,True
35649165,"Správa nemovitostí Olomouc, a.s.",25898736,Statutární město Olomouc,00299308,1411970.0,2025-11-18,2025,Kupní smlouva - kuchyně Hauenschildův palác,False
35644313,"Základní škola Ústí nad Labem, Hluboká 150, příspěvková organizace",44226241,MULTIP Moravia s.r.o.,16627971,208416.2,2025-05-21,2025,objednávka školního nábytku,True
35626381,"Střední průmyslová škola a Vyšší odborná škola, Chomutov, Školní 50, příspěvková organizace",47796006,"KOVO, výrobní družstvo",00030325,240315.68,2025-11-14,2025,Nákup žákovských lavic a židlí,True
35624437,"Dětský domov, Základní škola a Školní jídelna, Radenín 1",70535779,NÁBYTEK MĚŠICE ZDEŇKA KOŘENSKÁ,73555932,95576.0,2025-10-20,2025,Nábytek 4.RS - by,True
35619541,"Střední pedagogická škola a Střední zdravotnická škola, Krnov, příspěvková organizace",00601292,"ALEX kovový a školní nábytek, s.r.o.",26943344,76139.0,2025-11-13,2025,Objednávka lavic s opěradlem Vital,True
35603945,statutární město Plzeň,00075370,ARBYD CZ s.r.o.,26339269,2115427.0,2025-11-12,2025,Kupní smlouva na plnění veřejné zakázky &quot;Dodávka a instalace vybavení interiérů nové budovy úřadu - část 2 dodávka ,False
36795409,Jihomoravský kraj,70888337,"ESOX, spol. s r.o.",00558010,114716471.55,2026-02-10,2026,OST - ZZS JMK - výjezdová základna Břeclav - smlouva o dílo na zhotovení stavby VZ Břeclav,False
36792081,"Základní umělecká škola Pardubice-Polabiny, Lonkova 510",72566639,CAPEXUS s.r.o.,24131326,307977.0,2026-02-06,2026,kupní smlouva o dodávce zboží,True
36790193,"Základní škola, Ostrava-Poruba, K. Pokorného 1382, příspěvková organizace",61989142,mumandi s.r.o.,28591534,181500.0,2026-02-13,2026,Zajištění administace a organizace zadávacích řízení ,True
36768429,"Základní škola Ústí nad Labem, Neštěmická 787/38, příspěvková organizace",44226268,"Základní škola Ústí nad Labem, Neštěmická 787/38, příspěvková organizace",44226268,77041.32,2026-02-01,2026,objednávka žákovského nábytku,True
36758889,"Základní škola s rozšířeným vyučováním cizích jazyků, Teplice, Metelkovo nám. 968",46070877,Jaroslav Kulhánek,45339104,89340.0,2025-10-06,2025,Zahradní nábytek,True
36755797,"Výchovný ústav a střední škola, Olešnice na Moravě, Trpínská 317",62073079,"Výchovný ústav a střední škola, Olešnice na Moravě, Trpínská 317",62073079,64961.0,2026-02-05,2026,"Nákup nábytku, konkrétně dvou kancelářských židlí a dvou kuchyňských linek, včetně dopravy montáže odvozu obalů a umístě",True
36744565,Univerzita Palackého v Olomouci,61989592,Gavi interiér s.r.o.,04293860,479000.0,2026-02-09,2026,Objednávka: 4598005301 nábytek na míru do malé zasedací místnosti RUP,False
